Date,PowerType,Electricity,TotalElectricity
2022/01/03 21:00,Consume,16967.83,1064.86
2022/01/03 22:00,SolarPower,4129.54,5194.4
2022/01/03 22:00,HydroPower,566.05,5760.45
2022/01/03 22:00,WindPower,1478.48,7238.93
2022/01/03 22:00,Consume,175.69,7063.24
2022/01/03 23:00,SolarPower,2437.2,9500.44
2022/01/03 23:00,HydroPower,3466.85,12967.29
2022/01/03 23:00,WindPower,128.89,13096.18
2022/01/03 23:00,Consume,7312.08,5784.1
2022/01/04 00:00,SolarPower,3344.61,9128.71
2022/01/04 00:00,HydroPower,1936.58,11065.29
2022/01/04 00:00,WindPower,4702.84,15768.13
2022/01/04 00:00,Consume,14970.73,797.4
2022/01/04 01:00,SolarPower,3902.04,4699.44
2022/01/04 01:00,HydroPower,1945.95,6645.39
2022/01/04 01:00,WindPower,1234.14,7879.53
2022/01/04 01:00,Consume,6750.66,1128.87
2022/01/04 02:00,SolarPower,2004.21,3133.08
2022/01/04 02:00,HydroPower,1638.54,4771.62
2022/01/04 02:00,WindPower,4177.37,8948.99
2022/01/04 02:00,Consume,7962.11,986.88
2022/01/04 03:00,SolarPower,4597.58,5584.46
2022/01/04 03:00,HydroPower,617.6,6202.06
2022/01/04 03:00,WindPower,4897.53,11099.59
2022/01/04 03:00,Consume,2550.09,8549.5
2022/01/04 04:00,SolarPower,713.06,9262.56
2022/01/04 04:00,HydroPower,2254.03,11516.59
2022/01/04 04:00,WindPower,4485.31,16001.9
2022/01/04 04:00,Consume,247.38,15754.52
2022/01/04 05:00,SolarPower,2595.48,18350.0
2022/01/04 05:00,HydroPower,4825.54,23175.54
2022/01/04 05:00,WindPower,3208.26,26383.8
2022/01/04 05:00,Consume,12386.62,13997.18
2022/01/04 06:00,SolarPower,4535.85,18533.03
2022/01/04 06:00,HydroPower,1007.14,19540.17
2022/01/04 06:00,WindPower,3378.07,22918.24
2022/01/04 06:00,Consume,1808.06,21110.18
2022/01/04 07:00,SolarPower,3176.86,24287.04
2022/01/04 07:00,HydroPower,2291.33,26578.37
2022/01/04 07:00,WindPower,2140.36,28718.73
2022/01/04 07:00,Consume,27793.31,925.42
2022/01/04 08:00,SolarPower,3243.53,4168.95
2022/01/04 08:00,HydroPower,4509.1,8678.05
2022/01/04 08:00,WindPower,706.61,9384.66
2022/01/04 08:00,Consume,3634.58,5750.08
2022/01/04 09:00,SolarPower,3765.75,9515.83
2022/01/04 09:00,HydroPower,3554.54,13070.37
2022/01/04 09:00,WindPower,2117.68,15188.05
2022/01/04 09:00,Consume,12809.93,2378.12
2022/01/04 10:00,SolarPower,1604.26,3982.38
2022/01/04 10:00,HydroPower,744.68,4727.06
2022/01/04 10:00,WindPower,1354.58,6081.64
2022/01/04 10:00,Consume,5219.42,862.22
2022/01/04 11:00,SolarPower,4855.02,5717.24
2022/01/04 11:00,HydroPower,2800.72,8517.96
2022/01/04 11:00,WindPower,930.74,9448.7
2022/01/04 11:00,Consume,2379.51,7069.19
2022/01/04 12:00,SolarPower,3149.69,10218.88
2022/01/04 12:00,HydroPower,2142.83,12361.71
2022/01/04 12:00,WindPower,4868.36,17230.07
2022/01/04 12:00,Consume,13905.54,3324.53
2022/01/04 13:00,SolarPower,3490.68,6815.21
2022/01/04 13:00,HydroPower,395.49,7210.7
2022/01/04 13:00,WindPower,1949.1,9159.8
2022/01/04 13:00,Consume,6307.89,2851.91
2022/01/04 14:00,SolarPower,376.25,3228.16
2022/01/04 14:00,HydroPower,2221.7,5449.86
2022/01/04 14:00,WindPower,3071.62,8521.48
2022/01/04 14:00,Consume,2139.73,6381.75
2022/01/04 15:00,SolarPower,2441.75,8823.5
2022/01/04 15:00,HydroPower,667.43,9490.93
2022/01/04 15:00,WindPower,1985.68,11476.61
2022/01/04 15:00,Consume,247.78,11228.83
2022/01/04 16:00,SolarPower,1068.55,12297.38
2022/01/04 16:00,HydroPower,3410.31,15707.69
2022/01/04 16:00,WindPower,4912.44,20620.13
2022/01/04 16:00,Consume,3502.94,17117.19
2022/01/04 17:00,SolarPower,526.4,17643.59
2022/01/04 17:00,HydroPower,812.61,18456.2
2022/01/04 17:00,WindPower,3664.08,22120.28
2022/01/04 17:00,Consume,9132.97,12987.31
2022/01/04 18:00,SolarPower,3013.98,16001.29
2022/01/04 18:00,HydroPower,1586.52,17587.81
2022/01/04 18:00,WindPower,3052.41,20640.22
2022/01/04 18:00,Consume,10759.6,9880.62
2022/01/04 19:00,SolarPower,1966.49,11847.11
2022/01/04 19:00,HydroPower,4854.08,16701.19
2022/01/04 19:00,WindPower,2360.64,19061.83
2022/01/04 19:00,Consume,2175.08,16886.75
2022/01/04 20:00,SolarPower,914.95,17801.7
2022/01/04 20:00,HydroPower,2943.2,20744.9
2022/01/04 20:00,WindPower,2004.32,22749.22
2022/01/04 20:00,Consume,15455.45,7293.77
2022/01/04 21:00,SolarPower,1318.22,8611.99
2022/01/04 21:00,HydroPower,1258.15,9870.14
2022/01/04 21:00,WindPower,725.75,10595.89
2022/01/04 21:00,Consume,1628.4,8967.49
2022/01/04 22:00,SolarPower,3274.0,12241.49
2022/01/04 22:00,HydroPower,3547.94,15789.43
2022/01/04 22:00,WindPower,3830.72,19620.15
2022/01/04 22:00,Consume,9955.94,9664.21
2022/01/04 23:00,SolarPower,3029.87,12694.08
2022/01/04 23:00,HydroPower,540.78,13234.86
2022/01/04 23:00,WindPower,487.49,13722.35
2022/01/04 23:00,Consume,11544.01,2178.34
2022/01/05 00:00,SolarPower,3731.79,5910.13
2022/01/05 00:00,HydroPower,4784.87,10695.0
2022/01/05 00:00,WindPower,1693.46,12388.46
2022/01/05 00:00,Consume,9318.64,3069.82
2022/01/05 01:00,SolarPower,4772.61,7842.43
2022/01/05 01:00,HydroPower,795.95,8638.38
2022/01/05 01:00,WindPower,4504.03,13142.41
2022/01/05 01:00,Consume,12304.88,837.53
2022/01/05 02:00,SolarPower,941.58,1779.11
2022/01/05 02:00,HydroPower,4419.15,6198.26
2022/01/05 02:00,WindPower,2122.26,8320.52
2022/01/05 02:00,Consume,468.38,7852.14
2022/01/05 03:00,SolarPower,3519.67,11371.81
2022/01/05 03:00,HydroPower,3223.91,14595.72
2022/01/05 03:00,WindPower,1636.3,16232.02
2022/01/05 03:00,Consume,12944.8,3287.22
2022/01/05 04:00,SolarPower,4964.28,8251.5
2022/01/05 04:00,HydroPower,317.73,8569.23
2022/01/05 04:00,WindPower,1770.39,10339.62
2022/01/05 04:00,Consume,3748.59,6591.03
2022/01/05 05:00,SolarPower,4285.61,10876.64
2022/01/05 05:00,HydroPower,578.7,11455.34
2022/01/05 05:00,WindPower,1755.7,13211.04
2022/01/05 05:00,Consume,9669.9,3541.14
2022/01/05 06:00,SolarPower,1354.1,4895.24
2022/01/05 06:00,HydroPower,3885.87,8781.11
2022/01/05 06:00,WindPower,529.39,9310.5
2022/01/05 06:00,Consume,6835.11,2475.39
2022/01/05 07:00,SolarPower,4305.0,6780.39
2022/01/05 07:00,HydroPower,2634.63,9415.02
2022/01/05 07:00,WindPower,507.81,9922.83
2022/01/05 07:00,Consume,1341.05,8581.78
2022/01/05 08:00,SolarPower,2911.27,11493.05
2022/01/05 08:00,HydroPower,1163.36,12656.41
2022/01/05 08:00,WindPower,4230.28,16886.69
2022/01/05 08:00,Consume,5713.56,11173.13
2022/01/05 09:00,SolarPower,2720.63,13893.76
2022/01/05 09:00,HydroPower,2056.97,15950.73
2022/01/05 09:00,WindPower,3880.68,19831.41
2022/01/05 09:00,Consume,12651.56,7179.85
2022/01/05 10:00,SolarPower,4427.63,11607.48
2022/01/05 10:00,HydroPower,4051.07,15658.55
2022/01/05 10:00,WindPower,2881.9,18540.45
2022/01/05 10:00,Consume,11716.21,6824.24
2022/01/05 11:00,SolarPower,1611.17,8435.41
2022/01/05 11:00,HydroPower,145.62,8581.03
2022/01/05 11:00,WindPower,867.5,9448.53
2022/01/05 11:00,Consume,591.23,8857.3
2022/01/05 12:00,SolarPower,2234.53,11091.83
2022/01/05 12:00,HydroPower,1555.76,12647.59
2022/01/05 12:00,WindPower,3028.2,15675.79
2022/01/05 12:00,Consume,13515.97,2159.82
2022/01/05 13:00,SolarPower,584.75,2744.57
2022/01/05 13:00,HydroPower,4722.36,7466.93
2022/01/05 13:00,WindPower,4640.69,12107.62
2022/01/05 13:00,Consume,11878.61,229.01
2022/01/05 14:00,SolarPower,3780.49,4009.5
2022/01/05 14:00,HydroPower,966.81,4976.31
2022/01/05 14:00,WindPower,3458.66,8434.97
2022/01/05 14:00,Consume,3481.6,4953.37
2022/01/05 15:00,SolarPower,3312.44,8265.81
2022/01/05 15:00,HydroPower,2944.85,11210.66
2022/01/05 15:00,WindPower,1513.44,12724.1
2022/01/05 15:00,Consume,8128.57,4595.53
2022/01/05 16:00,SolarPower,1860.25,6455.78
2022/01/05 16:00,HydroPower,4162.19,10617.97
2022/01/05 16:00,WindPower,1650.1,12268.07
2022/01/05 16:00,Consume,2803.07,9465.0
2022/01/05 17:00,SolarPower,2038.61,11503.61
2022/01/05 17:00,HydroPower,655.23,12158.84
2022/01/05 17:00,WindPower,1902.21,14061.05
2022/01/05 17:00,Consume,11158.82,2902.23
2022/01/05 18:00,SolarPower,858.32,3760.55
2022/01/05 18:00,HydroPower,3636.42,7396.97
2022/01/05 18:00,WindPower,298.91,7695.88
2022/01/05 18:00,Consume,7080.62,615.26
2022/01/05 19:00,SolarPower,2250.78,2866.04
2022/01/05 19:00,HydroPower,2546.32,5412.36
2022/01/05 19:00,WindPower,3502.09,8914.45
2022/01/05 19:00,Consume,4663.32,4251.13
2022/01/05 20:00,SolarPower,1.69,4252.82
2022/01/05 20:00,HydroPower,4200.26,8453.08
2022/01/05 20:00,WindPower,4101.08,12554.16
2022/01/05 20:00,Consume,5043.26,7510.9
2022/01/05 21:00,SolarPower,3748.45,11259.35
2022/01/05 21:00,HydroPower,3464.33,14723.68
2022/01/05 21:00,WindPower,1315.04,16038.72
2022/01/05 21:00,Consume,3713.86,12324.86
2022/01/05 22:00,SolarPower,4221.37,16546.23
2022/01/05 22:00,HydroPower,176.17,16722.4
2022/01/05 22:00,WindPower,1334.03,18056.43
2022/01/05 22:00,Consume,14201.85,3854.58
2022/01/05 23:00,SolarPower,2872.81,6727.39
2022/01/05 23:00,HydroPower,363.48,7090.87
2022/01/05 23:00,WindPower,2848.35,9939.22
2022/01/05 23:00,Consume,9469.68,469.54
2022/01/06 00:00,SolarPower,4982.23,5451.77
2022/01/06 00:00,HydroPower,2011.72,7463.49
2022/01/06 00:00,WindPower,343.17,7806.66
2022/01/06 00:00,Consume,6375.4,1431.26
2022/01/06 01:00,SolarPower,3850.27,5281.53
2022/01/06 01:00,HydroPower,4714.56,9996.09
2022/01/06 01:00,WindPower,395.89,10391.98
2022/01/06 01:00,Consume,3208.67,7183.31
2022/01/06 02:00,SolarPower,4985.7,12169.01
2022/01/06 02:00,HydroPower,443.59,12612.6
2022/01/06 02:00,WindPower,1573.13,14185.73
2022/01/06 02:00,Consume,12065.81,2119.92
2022/01/06 03:00,SolarPower,4071.08,6191.0
2022/01/06 03:00,HydroPower,1697.07,7888.07
2022/01/06 03:00,WindPower,847.47,8735.54
2022/01/06 03:00,Consume,8657.33,78.21
2022/01/06 04:00,SolarPower,2644.73,2722.94
2022/01/06 04:00,HydroPower,4435.91,7158.85
2022/01/06 04:00,WindPower,4407.26,11566.11
2022/01/06 04:00,Consume,9471.01,2095.1
2022/01/06 05:00,SolarPower,1972.0,4067.1
2022/01/06 05:00,HydroPower,3730.72,7797.82
2022/01/06 05:00,WindPower,2925.35,10723.17
2022/01/06 05:00,Consume,7628.49,3094.68
2022/01/06 06:00,SolarPower,2035.69,5130.37
2022/01/06 06:00,HydroPower,4117.81,9248.18
2022/01/06 06:00,WindPower,657.8,9905.98
2022/01/06 06:00,Consume,4929.53,4976.45
2022/01/06 07:00,SolarPower,1438.42,6414.87
2022/01/06 07:00,HydroPower,3488.83,9903.7
2022/01/06 07:00,WindPower,2037.12,11940.82
2022/01/06 07:00,Consume,9291.6,2649.22
2022/01/06 08:00,SolarPower,4076.25,6725.47
2022/01/06 08:00,HydroPower,23.0,6748.47
2022/01/06 08:00,WindPower,3666.97,10415.44
2022/01/06 08:00,Consume,7431.56,2983.88
2022/01/06 09:00,SolarPower,1574.61,4558.49
2022/01/06 09:00,HydroPower,705.79,5264.28
2022/01/06 09:00,WindPower,3479.86,8744.14
2022/01/06 09:00,Consume,633.56,8110.58
2022/01/06 10:00,SolarPower,2479.31,10589.89
2022/01/06 10:00,HydroPower,1322.8,11912.69
2022/01/06 10:00,WindPower,289.05,12201.74
2022/01/06 10:00,Consume,11784.75,416.99
2022/01/06 11:00,SolarPower,2561.46,2978.45
2022/01/06 11:00,HydroPower,1687.49,4665.94
2022/01/06 11:00,WindPower,2243.03,6908.97
2022/01/06 11:00,Consume,104.51,6804.46
2022/01/06 12:00,SolarPower,3985.67,10790.13
2022/01/06 12:00,HydroPower,4184.51,14974.64
2022/01/06 12:00,WindPower,1920.37,16895.01
2022/01/06 12:00,Consume,3636.58,13258.43
2022/01/06 13:00,SolarPower,3016.33,16274.76
2022/01/06 13:00,HydroPower,4330.83,20605.59
2022/01/06 13:00,WindPower,3342.88,23948.47
2022/01/06 13:00,Consume,20155.47,3793.0
